NAICS Sector Code,NAICS Codes,Sector,Subsector,NAICS Industry Description,Size Standards (millions of dollars),Size standards (number of employees)
33.0,333996,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Fluid Power Pump and Motor Manufacturing,,1250.0
33.0,333997,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,Scale and Balance Manufacturing,,500.0
33.0,333999,Sector 31 – 33 – Manufacturing,Subsector 333 – Machinery Manufacturing6,All Other Miscellaneous General Purpose Machinery Manufacturing,,500.0
33.0,334111,Sector 31 – 33 – Manufacturing,Subsector 334 – Computer and Electronic Product Manufacturing6,Electronic Computer Manufacturing,,1250.0
33.0,334112,Sector 31 – 33 – Manufacturing,Subsector 334 – Computer and Electronic Product Manufacturing6,Computer Storage Device Manufacturing,,1250.0
33.0,334118,Sector 31 – 33 – Manufacturing,Subsector 334 – Computer and Electronic Product Manufacturing6,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,,1000.0
33.0,334210,Sector 31 – 33 – Manufacturing,Subsector 334 – Computer and Electronic Product Manufacturing6,Telephone Apparatus Manufacturing,,1250.0
33.0,334220,Sector 31 – 33 – Manufacturing,Subsector 334 – Computer and Electronic Product Manufacturing6,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,1250.0
33.0,334290,Sector 31 – 33 – Manufacturing,Subsector 334 – Computer and Electronic Product Manufacturing6,Other Communications Equipment Manufacturing,,750.0
33.0,334310,Sector 31 – 33 – Manufacturing,Subsector 334 – Computer and Electronic Product Manufacturing6,Audio and Video Equipment Manufacturing,,750.0
33.0,334412,Sector 31 – 33 – Manufacturing,Subsector 334 – Computer and Electronic Product Manufacturing6,Bare Printed Circuit Board Manufacturing,,750.0
33.0,334413,Sector 31 – 33 – Manufacturing,Subsector 334 – Computer and Electronic Product Manufacturing6,Semiconductor and Related Device Manufacturing,,1250.0
33.0,334416,Sector 31 – 33 – Manufacturing,Subsector 334 – Computer and Electronic Product Manufacturing6,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",,500.0
33.0,334417,Sector 31 – 33 – Manufacturing,Subsector 334 – Computer and Electronic Product Manufacturing6,Electronic Connector Manufacturing,,1000.0
33.0,334418,Sector 31 – 33 – Manufacturing,Subsector 334 – Computer and Electronic Product Manufacturing6,Printed Circuit Assembly (Electronic Assembly) Manufacturing,,750.0
33.0,334419,Sector 31 – 33 – Manufacturing,Subsector 334 – Computer and Electronic Product Manufacturing6,Other Electronic Component Manufacturing,,750.0
33.0,334510,Sector 31 – 33 – Manufacturing,Subsector 334 – Computer and Electronic Product Manufacturing6,Electromedical and Electrotherapeutic Apparatus Manufacturing,,1250.0
33.0,334511,Sector 31 – 33 – Manufacturing,Subsector 334 – Computer and Electronic Product Manufacturing6,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",,1250.0
33.0,334512,Sector 31 – 33 – Manufacturing,Subsector 334 – Computer and Electronic Product Manufacturing6,"Automatic Environmental Control Manufacturing for Residential, Commercial and Appliance Use",,500.0
33.0,334513,Sector 31 – 33 – Manufacturing,Subsector 334 – Computer and Electronic Product Manufacturing6,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,750.0
33.0,334514,Sector 31 – 33 – Manufacturing,Subsector 334 – Computer and Electronic Product Manufacturing6,Totalizing Fluid Meter and Counting Device Manufacturing,,750.0
33.0,334515,Sector 31 – 33 – Manufacturing,Subsector 334 – Computer and Electronic Product Manufacturing6,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,750.0
33.0,334516,Sector 31 – 33 – Manufacturing,Subsector 334 – Computer and Electronic Product Manufacturing6,Analytical Laboratory Instrument Manufacturing,,1000.0
33.0,334517,Sector 31 – 33 – Manufacturing,Subsector 334 – Computer and Electronic Product Manufacturing6,Irradiation Apparatus Manufacturing,,1000.0
33.0,334519,Sector 31 – 33 – Manufacturing,Subsector 334 – Computer and Electronic Product Manufacturing6,Other Measuring and Controlling Device Manufacturing,,500.0
33.0,334613,Sector 31 – 33 – Manufacturing,Subsector 334 – Computer and Electronic Product Manufacturing6,Blank Magnetic and Optical Recording Media Manufacturing,,1000.0
33.0,334614,Sector 31 – 33 – Manufacturing,Subsector 334 – Computer and Electronic Product Manufacturing6,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing",,1250.0
33.0,335110,Sector 31 – 33 – Manufacturing,"Subsector 335 – Electrical Equipment, Appliance and Component Manufacturing6",Electric Lamp Bulb and Part Manufacturing,,1250.0
33.0,335121,Sector 31 – 33 – Manufacturing,"Subsector 335 – Electrical Equipment, Appliance and Component Manufacturing6",Residential Electric Lighting Fixture Manufacturing,,750.0
33.0,335122,Sector 31 – 33 – Manufacturing,"Subsector 335 – Electrical Equipment, Appliance and Component Manufacturing6","Commercial, Industrial and Institutional Electric Lighting Fixture Manufacturing",,500.0
33.0,335129,Sector 31 – 33 – Manufacturing,"Subsector 335 – Electrical Equipment, Appliance and Component Manufacturing6",Other Lighting Equipment Manufacturing,,500.0
33.0,335210,Sector 31 – 33 – Manufacturing,"Subsector 335 – Electrical Equipment, Appliance and Component Manufacturing6",Small Electrical Appliance Manufacturing,,1500.0
33.0,335220,Sector 31 – 33 – Manufacturing,"Subsector 335 – Electrical Equipment, Appliance and Component Manufacturing6",Major Household Appliance Manufacturing,,1500.0
33.0,335311,Sector 31 – 33 – Manufacturing,"Subsector 335 – Electrical Equipment, Appliance and Component Manufacturing6","Power, Distribution and Specialty Transformer Manufacturing",,750.0
33.0,335312,Sector 31 – 33 – Manufacturing,"Subsector 335 – Electrical Equipment, Appliance and Component Manufacturing6",Motor and Generator Manufacturing,,1250.0
33.0,335313,Sector 31 – 33 – Manufacturing,"Subsector 335 – Electrical Equipment, Appliance and Component Manufacturing6",Switchgear and Switchboard Apparatus Manufacturing,,1250.0
33.0,335314,Sector 31 – 33 – Manufacturing,"Subsector 335 – Electrical Equipment, Appliance and Component Manufacturing6",Relay and Industrial Control Manufacturing,,750.0
33.0,335911,Sector 31 – 33 – Manufacturing,"Subsector 335 – Electrical Equipment, Appliance and Component Manufacturing6",Storage Battery Manufacturing,,1250.0
33.0,335912,Sector 31 – 33 – Manufacturing,"Subsector 335 – Electrical Equipment, Appliance and Component Manufacturing6",Primary Battery Manufacturing,,1000.0
33.0,335921,Sector 31 – 33 – Manufacturing,"Subsector 335 – Electrical Equipment, Appliance and Component Manufacturing6",Fiber Optic Cable Manufacturing,,1000.0
33.0,335929,Sector 31 – 33 – Manufacturing,"Subsector 335 – Electrical Equipment, Appliance and Component Manufacturing6",Other Communication and Energy Wire Manufacturing,,1000.0
33.0,335931,Sector 31 – 33 – Manufacturing,"Subsector 335 – Electrical Equipment, Appliance and Component Manufacturing6",Current‑Carrying Wiring Device Manufacturing,,500.0
33.0,335932,Sector 31 – 33 – Manufacturing,"Subsector 335 – Electrical Equipment, Appliance and Component Manufacturing6",Noncurrent‑Carrying Wiring Device Manufacturing,,1000.0
33.0,335991,Sector 31 – 33 – Manufacturing,"Subsector 335 – Electrical Equipment, Appliance and Component Manufacturing6",Carbon and Graphite Product Manufacturing,,750.0
33.0,335999,Sector 31 – 33 – Manufacturing,"Subsector 335 – Electrical Equipment, Appliance and Component Manufacturing6",All Other Miscellaneous Electrical Equipment and Component Manufacturing,,500.0
33.0,336111,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,Automobile Manufacturing,,1500.0
33.0,336112,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,Light Truck and Utility Vehicle Manufacturing  ,,1500.0
33.0,336120,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,Heavy Duty Truck Manufacturing,,1500.0
33.0,336211,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,Motor Vehicle Body Manufacturing,,1000.0
33.0,336212,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,Truck Trailer Manufacturing,,1000.0
33.0,336213,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,Motor Home Manufacturing,,1250.0
33.0,336214,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,Travel Trailer and Camper Manufacturing,,1000.0
33.0,336310,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,,1000.0
33.0,336320,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,Motor Vehicle Electrical and Electronic Equipment Manufacturing,,1000.0
33.0,336330,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,,1000.0
33.0,336340,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,Motor Vehicle Brake System Manufacturing,,1250.0
33.0,336350,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,Motor Vehicle Transmission and Power Train Parts Manufacturing,,1500.0
33.0,336360,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,Motor Vehicle Seating and Interior Trim Manufacturing,,1500.0
33.0,336370,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,Motor Vehicle Metal Stamping  ,,1000.0
33.0,336390,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,Other Motor Vehicle Parts Manufacturing,,1000.0
33.0,336411,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,Aircraft Manufacturing,,1500.0
33.0,336412,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,Aircraft Engine and Engine Parts Manufacturing,,1500.0
33.0,336413,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,Other Aircraft Part and Auxiliary Equipment Manufacturing7   ,,1250.0
33.0,336414,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,Guided Missile and Space Vehicle Manufacturing,,1250.0
33.0,336415,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,,1250.0
33.0,336419,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,,1000.0
33.0,336510,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,Railroad Rolling Stock Manufacturing  ,,1500.0
33.0,336611,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,Ship Building and Repairing,,1250.0
33.0,336612,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,Boat Building,,1000.0
33.0,336991,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,"Motorcycle, Bicycle and Parts Manufacturing",,1000.0
33.0,336992,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,"Military Armored Vehicle, Tank and Tank Component Manufacturing",,1500.0
33.0,336999,Sector 31 – 33 – Manufacturing,Subsector 336 – Transportation Equipment Manufacturing6,All Other Transportation Equipment Manufacturing  ,,1000.0
33.0,337110,Sector 31 – 33 – Manufacturing,Subsector 337 – Furniture and Related Product Manufacturing,Wood Kitchen Cabinet and Counter Top Manufacturing,,750.0
33.0,337121,Sector 31 – 33 – Manufacturing,Subsector 337 – Furniture and Related Product Manufacturing,Upholstered Household Furniture Manufacturing,,1000.0
33.0,337122,Sector 31 – 33 – Manufacturing,Subsector 337 – Furniture and Related Product Manufacturing,Nonupholstered Wood Household Furniture Manufacturing,,750.0
33.0,337124,Sector 31 – 33 – Manufacturing,Subsector 337 – Furniture and Related Product Manufacturing,Metal Household Furniture Manufacturing,,750.0
33.0,337125,Sector 31 – 33 – Manufacturing,Subsector 337 – Furniture and Related Product Manufacturing,Household Furniture (except Wood and Metal) Manufacturing,,750.0
33.0,337127,Sector 31 – 33 – Manufacturing,Subsector 337 – Furniture and Related Product Manufacturing,Institutional Furniture Manufacturing,,500.0
33.0,337211,Sector 31 – 33 – Manufacturing,Subsector 337 – Furniture and Related Product Manufacturing,Wood Office Furniture Manufacturing,,1000.0
33.0,337212,Sector 31 – 33 – Manufacturing,Subsector 337 – Furniture and Related Product Manufacturing,Custom Architectural Woodwork and Millwork Manufacturing,,500.0
33.0,337214,Sector 31 – 33 – Manufacturing,Subsector 337 – Furniture and Related Product Manufacturing,Office Furniture (Except Wood) Manufacturing,,1000.0
33.0,337215,Sector 31 – 33 – Manufacturing,Subsector 337 – Furniture and Related Product Manufacturing,"Showcase, Partition, Shelving, and Locker Manufacturing",,500.0
33.0,337910,Sector 31 – 33 – Manufacturing,Subsector 337 – Furniture and Related Product Manufacturing,Mattress Manufacturing,,1000.0
33.0,337920,Sector 31 – 33 – Manufacturing,Subsector 337 – Furniture and Related Product Manufacturing,Blind and Shade Manufacturing,,1000.0
33.0,339112,Sector 31 – 33 – Manufacturing,Subsector 339 – Miscellaneous Manufacturing,Surgical and Medical Instrument Manufacturing,,1000.0
33.0,339113,Sector 31 – 33 – Manufacturing,Subsector 339 – Miscellaneous Manufacturing,Surgical Appliance and Supplies Manufacturing,,750.0
33.0,339114,Sector 31 – 33 – Manufacturing,Subsector 339 – Miscellaneous Manufacturing,Dental Equipment and Supplies Manufacturing,,750.0
33.0,339115,Sector 31 – 33 – Manufacturing,Subsector 339 – Miscellaneous Manufacturing,Ophthalmic Goods Manufacturing,,1000.0
33.0,339116,Sector 31 – 33 – Manufacturing,Subsector 339 – Miscellaneous Manufacturing,Dental Laboratories,,500.0
33.0,339910,Sector 31 – 33 – Manufacturing,Subsector 339 – Miscellaneous Manufacturing,Jewelry and Silverware Manufacturing,,500.0
33.0,339920,Sector 31 – 33 – Manufacturing,Subsector 339 – Miscellaneous Manufacturing,Sporting and Athletic Goods Manufacturing,,750.0
33.0,339930,Sector 31 – 33 – Manufacturing,Subsector 339 – Miscellaneous Manufacturing,"Doll, Toy, and Game Manufacturing",,500.0
33.0,339940,Sector 31 – 33 – Manufacturing,Subsector 339 – Miscellaneous Manufacturing,Office Supplies (except Paper) Manufacturing,,750.0
33.0,339950,Sector 31 – 33 – Manufacturing,Subsector 339 – Miscellaneous Manufacturing,Sign Manufacturing,,500.0
33.0,339991,Sector 31 – 33 – Manufacturing,Subsector 339 – Miscellaneous Manufacturing,"Gasket, Packing, and Sealing Device Manufacturing  ",,500.0
33.0,339992,Sector 31 – 33 – Manufacturing,Subsector 339 – Miscellaneous Manufacturing,Musical Instrument Manufacturing,,1000.0
33.0,339993,Sector 31 – 33 – Manufacturing,Subsector 339 – Miscellaneous Manufacturing,"Fastener, Button, Needle and Pin Manufacturing",,750.0
33.0,339994,Sector 31 – 33 – Manufacturing,Subsector 339 – Miscellaneous Manufacturing,"Broom, Brush and Mop Manufacturing",,500.0
33.0,339995,Sector 31 – 33 – Manufacturing,Subsector 339 – Miscellaneous Manufacturing,Burial Casket Manufacturing,,1000.0
33.0,339999,Sector 31 – 33 – Manufacturing,Subsector 339 – Miscellaneous Manufacturing,All Other Miscellaneous Manufacturing,,500.0
42.0,423110,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Automobile and Other Motor Vehicle Merchant Wholesalers,,250.0
42.0,423120,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Motor Vehicle Supplies and New Parts Merchant Wholesalers,,200.0
42.0,423130,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Tire and Tube Merchant Wholesalers,,200.0
42.0,423140,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Motor Vehicle Parts (Used) Merchant Wholesalers,,100.0
42.0,423210,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Furniture Merchant Wholesalers,,100.0
42.0,423220,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Home Furnishing Merchant Wholesalers,,100.0
42.0,423310,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods","Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",,150.0
42.0,423320,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods","Brick, Stone, and Related Construction Material Merchant Wholesalers",,150.0
42.0,423330,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods","Roofing, Siding, and Insulation Material Merchant Wholesalers",,200.0
42.0,423390,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Other Construction Material Merchant Wholesalers,,100.0
42.0,423410,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Photographic Equipment and Supplies Merchant Wholesalers,,200.0
42.0,423420,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Office Equipment Merchant Wholesalers,,200.0
42.0,423430,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,,250.0
42.0,423440,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Other Commercial Equipment Merchant Wholesalers,,100.0
42.0,423450,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods","Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",,200.0
42.0,423460,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Ophthalmic Goods Merchant Wholesalers,,150.0
42.0,423490,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Other Professional Equipment and Supplies Merchant Wholesalers,,150.0
42.0,423510,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Metal Service Centers and Other Metal Merchant Wholesalers,,200.0
42.0,423520,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Coal and Other Mineral and Ore Merchant Wholesalers,,100.0
42.0,423610,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods","Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",,200.0
42.0,423620,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods","Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",,200.0
42.0,423690,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Other Electronic Parts and Equipment Merchant Wholesalers,,250.0
42.0,423710,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Hardware Merchant Wholesalers,,150.0
42.0,423720,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,,200.0
42.0,423730,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Warm Air Heating and Air‑Conditioning Equipment and Supplies Merchant Wholesalers,,150.0
42.0,423740,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Refrigeration Equipment and Supplies Merchant Wholesalers,,100.0
42.0,423810,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,,250.0
42.0,423820,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Farm and Garden Machinery and Equipment Merchant Wholesalers,,100.0
42.0,423830,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Industrial Machinery and Equipment Merchant Wholesalers,,100.0
42.0,423840,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Industrial Supplies Merchant Wholesalers,,100.0
42.0,423850,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Service Establishment Equipment and Supplies Merchant Wholesalers,,100.0
42.0,423860,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,,150.0
42.0,423910,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Sporting and Recreational Goods and Supplies Merchant Wholesalers,,100.0
42.0,423920,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Toy and Hobby Goods and Supplies Merchant Wholesalers,,150.0
42.0,423930,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Recyclable Material Merchant Wholesalers,,100.0
42.0,423940,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods","Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",,100.0
42.0,423990,Sector 42 – Wholesale Trade,"Subsector 423 –  Merchant Wholesalers, Durable Goods",Other Miscellaneous Durable Goods Merchant Wholesalers,,100.0
42.0,424110,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",Printing and Writing Paper Merchant Wholesalers,,200.0
42.0,424120,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",Stationary and Office Supplies Merchant Wholesalers,,150.0
42.0,424130,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",Industrial and Personal Service Paper Merchant Wholesalers,,150.0
42.0,424210,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",Drugs and Druggists’ Sundries Merchant Wholesalers,,250.0
42.0,424310,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods","Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",,100.0
42.0,424320,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",Men’s and Boys’ Clothing and Furnishings Merchant Wholesalers,,150.0
42.0,424330,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods","Women’s, Children’s, and Infants’ Clothing and Accessories Merchant Wholesalers",,100.0
42.0,424340,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",Footwear Merchant Wholesalers,,200.0
42.0,424410,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",General Line Grocery Merchant Wholesalers,,250.0
42.0,424420,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",Packaged Frozen Food Merchant Wholesalers,,200.0
42.0,424430,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",Dairy Product (except Dried or Canned) Merchant Wholesalers,,200.0
42.0,424440,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",Poultry and Poultry Product Merchant Wholesalers,,150.0
42.0,424450,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",Confectionery Merchant Wholesalers,,200.0
42.0,424460,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",Fish and Seafood Merchant Wholesalers,,100.0
42.0,424470,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",Meat and Meat Product Merchant Wholesalers,,150.0
42.0,424480,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",Fresh Fruit and Vegetable Merchant Wholesalers,,100.0
42.0,424490,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",Other Grocery and Related Products Merchant Wholesalers,,250.0
42.0,424510,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",Grain and Field Bean Merchant Wholesalers,,200.0
42.0,424520,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",Livestock Merchant Wholesalers,,100.0
42.0,424590,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",Other Farm Product Raw Material Merchant Wholesalers,,100.0
42.0,424610,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,,150.0
42.0,424690,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",Other Chemical and Allied Products Merchant Wholesalers,,150.0
42.0,424710,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",Petroleum Bulk Stations and Terminals,,200.0
42.0,424720,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),,200.0
42.0,424810,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",Beer and Ale Merchant Wholesalers,,200.0
42.0,424820,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",Wine and Distilled Alcoholic Beverage Merchant Wholesalers,,250.0
42.0,424910,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",Farm Supplies Merchant Wholesalers,,200.0
42.0,424920,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods","Book, Periodical, and Newspaper Merchant Wholesalers",,200.0
42.0,424930,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods","Flower, Nursery Stock, and Florists’ Supplies Merchant Wholesalers",,100.0
42.0,424940,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",Tobacco and Tobacco Product Merchant Wholesalers,,250.0
42.0,424950,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods","Paint, Varnish, and Supplies Merchant Wholesalers",,150.0
42.0,424990,Sector 42 – Wholesale Trade,"Subsector 424 – Merchant Wholesalers, Nondurable Goods",Other Miscellaneous Nondurable Goods Merchant Wholesalers,,100.0
42.0,425110,Sector 42 – Wholesale Trade,Subsector 425 – Wholesale Electronic Markets and Agents and Brokers,Business to Business Electronic Markets,,100.0
42.0,425120,Sector 42 – Wholesale Trade,Subsector 425 – Wholesale Electronic Markets and Agents and Brokers,Wholesale Trade Agents and Brokers,,100.0
44.0,441110,Sector 44 - 45 – Retail Trade,Subsector 441 – Motor Vehicle and Parts Dealers,New Car Dealers,,200.0
44.0,441120,Sector 44 - 45 – Retail Trade,Subsector 441 – Motor Vehicle and Parts Dealers,Used Car Dealers,27,
44.0,441210,Sector 44 - 45 – Retail Trade,Subsector 441 – Motor Vehicle and Parts Dealers,Recreational Vehicle Dealers  ,35,
44.0,441222,Sector 44 - 45 – Retail Trade,Subsector 441 – Motor Vehicle and Parts Dealers,Boat Dealers,35,
44.0,441228,Sector 44 - 45 – Retail Trade,Subsector 441 – Motor Vehicle and Parts Dealers,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",35,
44.0,441310,Sector 44 - 45 – Retail Trade,Subsector 441 – Motor Vehicle and Parts Dealers,Automotive Parts and Accessories Stores,16.5,
